OID_ZCTA5_20|GEOID_ZCTA5_20|NAMELSAD_ZCTA5_20|AREALAND_ZCTA5_20|AREAWATER_ZCTA5_20|MTFCC_ZCTA5_20|CLASSFP_ZCTA5_20|FUNCSTAT_ZCTA5_20|OID_PLACE_20|GEOID_PLACE_20|NAMELSAD_PLACE_20|AREALAND_PLACE_20|AREAWATER_PLACE_20|MTFCC_PLACE_20|CLASSFP_PLACE_20|FUNCSTAT_PLACE_20|AREALAND_PART|AREAWATER_PART
221704258472075|84501|ZCTA5 84501|558298231|56983|G6350|B5|S|27890475035578|4982510|Wellington city|13245238|0|G4110|C1|A|5163014|0
221704258472075|84501|ZCTA5 84501|558298231|56983|G6350|B5|S|280903717187856|4983730|West Wood CDP|2759251|0|G4210|U1|S|2759251|0
221704258472095|84511|ZCTA5 84511|475474915|147388|G6350|B5|S|||||||||425562550|41003
221704258472095|84511|ZCTA5 84511|475474915|147388|G6350|B5|S|278901349680518|4906370|Blanding city|34126087|106385|G4110|C1|A|13016372|106385
221704258472095|84511|ZCTA5 84511|475474915|147388|G6350|B5|S|280901349680517|4984095|White Mesa CDP|40527281|0|G4210|U1|S|36895993|0
221704258472107|84512|ZCTA5 84512|767197114|6011666|G6350|B5|S|||||||||653275382|5453875
221704258472107|84512|ZCTA5 84512|767197114|6011666|G6350|B5|S|2789013869811807|4906700|Bluff town|94446823|633483|G4110|C1|A|62174600|557791
221704258472107|84512|ZCTA5 84512|767197114|6011666|G6350|B5|S|280901349680516|4977697|Tselakai Dezza CDP|51747132|0|G4210|U1|S|51747132|0
221704258472110|84513|ZCTA5 84513|42904506|56618|G6350|B5|S|||||||||37027653|56618
221704258472110|84513|ZCTA5 84513|42904506|56618|G6350|B5|S|27890475591115|4910660|Castle Dale city|5785651|0|G4110|C1|A|5750076|0
221704258472110|84513|ZCTA5 84513|42904506|56618|G6350|B5|S|27890475591123|4956860|Orangeville city|3693096|0|G4110|C1|A|126777|0
221704258472115|84515|ZCTA5 84515|304280730|6405483|G6350|B5|S|||||||||304280730|6405483
221704258472117|84516|ZCTA5 84516|40078229|0|G6350|B5|S|||||||||37456064|0
221704258472117|84516|ZCTA5 84516|40078229|0|G6350|B5|S|27890475591116|4913300|Clawson town|2624233|0|G4110|C1|A|2622165|0
221704258472124|84518|ZCTA5 84518|169517921|64837|G6350|B5|S|||||||||167277514|64837
221704258472124|84518|ZCTA5 84518|169517921|64837|G6350|B5|S|27890475591117|4914070|Cleveland town|2240407|0|G4110|C1|A|2240407|0
221704258472127|84520|ZCTA5 84520|16965047|15905|G6350|B5|S|||||||||2441428|0
221704258472127|84520|ZCTA5 84520|16965047|15905|G6350|B5|S|27890475035573|4920890|East Carbon city|29247903|15905|G4110|C1|A|14523619|15905
221704258472130|84521|ZCTA5 84521|128904607|1383678|G6350|B5|S|||||||||127078357|1383678
221704258472130|84521|ZCTA5 84521|128904607|1383678|G6350|B5|S|27890475591118|4922540|Elmo town|1826250|0|G4110|C1|A|1826250|0
221704258472133|84522|ZCTA5 84522|178422516|49877|G6350|B5|S|||||||||175404263|49877
221704258472133|84522|ZCTA5 84522|178422516|49877|G6350|B5|S|27890475591119|4922870|Emery town|3181227|0|G4110|C1|A|3018253|0
221704258472138|84523|ZCTA5 84523|298644826|1922835|G6350|B5|S|||||||||292606289|1922835
221704258472138|84523|ZCTA5 84523|298644826|1922835|G6350|B5|S|27890475591120|4925180|Ferron city|6038537|0|G4110|C1|A|6038537|0
221704258472146|84525|ZCTA5 84525|1272455578|10503152|G6350|B5|S|||||||||1212532675|10183426
221704258472146|84525|ZCTA5 84525|1272455578|10503152|G6350|B5|S|27890475591121|4931670|Green River city|70287692|319726|G4110|C1|A|59922903|319726
221704258472161|84526|ZCTA5 84526|501565037|10987530|G6350|B5|S|||||||||478026334|10987530
221704258472161|84526|ZCTA5 84526|501565037|10987530|G6350|B5|S|280903717187846|4910440|Carbonville CDP|14467533|0|G4210|U1|S|6947782|0
221704258472161|84526|ZCTA5 84526|501565037|10987530|G6350|B5|S|280903717187858|4913740|Clear Creek CDP|529495|0|G4210|U1|S|529495|0
221704258472161|84526|ZCTA5 84526|501565037|10987530|G6350|B5|S|27890475035574|4934530|Helper city|4679097|0|G4110|C1|A|4679097|0
221704258472161|84526|ZCTA5 84526|501565037|10987530|G6350|B5|S|280903717187853|4941020|Kenilworth CDP|1947967|0|G4210|U1|S|170763|0
221704258472161|84526|ZCTA5 84526|501565037|10987530|G6350|B5|S|27890475035576|4967990|Scofield town|2386681|0|G4110|C1|A|2386681|0
221704258472161|84526|ZCTA5 84526|501565037|10987530|G6350|B5|S|280903717187850|4972060|Spring Glen CDP|8824885|0|G4210|U1|S|8824885|0
221704258472170|84528|ZCTA5 84528|630242106|3792362|G6350|B5|S|||||||||624389594|3792362
221704258472170|84528|ZCTA5 84528|630242106|3792362|G6350|B5|S|27890475591122|4936950|Huntington city|5852512|0|G4110|C1|A|5852512|0
221704258472172|84529|ZCTA5 84529|104398461|0|G6350|B5|S|||||||||102732622|0
221704258472172|84529|ZCTA5 84529|104398461|0|G6350|B5|S|280903717187853|4941020|Kenilworth CDP|1947967|0|G4210|U1|S|1665839|0
221704258472176|84530|ZCTA5 84530|1861122816|358640|G6350|B5|S|||||||||1774381058|30315
221704258472176|84530|ZCTA5 84530|1861122816|358640|G6350|B5|S|280901349680510|4943110|La Sal CDP|123191306|328325|G4210|U1|S|86741758|328325
221704258467453|84531|ZCTA5 84531|706922838|2998729|G6350|B5|S|||||||||666009031|2176362
221704258467453|84531|ZCTA5 84531|706922838|2998729|G6350|B5|S|280901349680508|4933002|Halchita CDP|44321358|20311|G4210|U1|S|20744159|20311
221704258467453|84531|ZCTA5 84531|706922838|2998729|G6350|B5|S|280901349680511|4949380|Mexican Hat CDP|21271940|802056|G4210|U1|S|19704208|802056
221704258467453|84531|ZCTA5 84531|706922838|2998729|G6350|B5|S|280901349680514|4956440|Oljato-Monument Valley CDP|75199763|0|G4210|U2|S|465440|0
221704258472207|84532|ZCTA5 84532|4092397710|30736530|G6350|B5|S|||||||||3982703355|30736530
221704258472207|84532|ZCTA5 84532|4092397710|30736530|G6350|B5|S|27890475945021|4911000|Castle Valley town|24042827|0|G4110|C1|A|24042827|0
221704258472207|84532|ZCTA5 84532|4092397710|30736530|G6350|B5|S|280901349680510|4943110|La Sal CDP|123191306|328325|G4210|U1|S|36449548|0
221704258472207|84532|ZCTA5 84532|4092397710|30736530|G6350|B5|S|27890475945022|4950700|Moab city|12421953|0|G4110|C1|A|12421953|0
221704258472207|84532|ZCTA5 84532|4092397710|30736530|G6350|B5|S|280901349680515|4971455|Spanish Valley CDP|36780027|0|G4210|U1|S|36780027|0
221704258472209|84533|ZCTA5 84533|4707864648|412404932|G6350|B5|S|||||||||4673043352|402021303
221704258472209|84533|ZCTA5 84533|4707864648|412404932|G6350|B5|S|280901349680509|4933027|Halls Crossing CDP|34821296|10383629|G4210|U1|S|34821296|10383629
221704258472242|84534|ZCTA5 84534|1226769519|7928052|G6350|B5|S|||||||||1167249287|5300398
221704258472242|84534|ZCTA5 84534|1226769519|7928052|G6350|B5|S|280901349680506|4901530|Aneth CDP|28562853|1491188|G4210|U1|S|28562853|1491188
221704258472242|84534|ZCTA5 84534|1226769519|7928052|G6350|B5|S|280901349680512|4951470|Montezuma Creek CDP|30957379|1136466|G4210|U1|S|30957379|1136466
221704258472262|84535|ZCTA5 84535|2340429811|659708|G6350|B5|S|||||||||2330939746|659708
221704258472262|84535|ZCTA5 84535|2340429811|659708|G6350|B5|S|278901349680519|4951580|Monticello city|9490065|0|G4110|C1|A|9490065|0
221704258467459|84536|ZCTA5 84536|1484802850|816622|G6350|B5|S|||||||||1361863001|814091
221704258467459|84536|ZCTA5 84536|1484802850|816622|G6350|B5|S|280901240982663|0451142|Oljato-Monument Valley CDP|31911226|2531|G4210|U2|S|24628327|2531
221704258467459|84536|ZCTA5 84536|1484802850|816622|G6350|B5|S|280901349680508|4933002|Halchita CDP|44321358|20311|G4210|U1|S|23577199|0
221704258467459|84536|ZCTA5 84536|1484802850|816622|G6350|B5|S|280901349680514|4956440|Oljato-Monument Valley CDP|75199763|0|G4210|U2|S|74734323|0
221704258472279|84537|ZCTA5 84537|318549347|0|G6350|B5|S|||||||||314980960|0
221704258472279|84537|ZCTA5 84537|318549347|0|G6350|B5|S|27890475591116|4913300|Clawson town|2624233|0|G4110|C1|A|2068|0
221704258472279|84537|ZCTA5 84537|318549347|0|G6350|B5|S|27890475591123|4956860|Orangeville city|3693096|0|G4110|C1|A|3566319|0
221704258472281|84539|ZCTA5 84539|25293742|0|G6350|B5|S|||||||||22982901|0
221704258472281|84539|ZCTA5 84539|25293742|0|G6350|B5|S|27890475035573|4920890|East Carbon city|29247903|15905|G4110|C1|A|2310841|0
221704258472286|84540|ZCTA5 84540|3535029842|1501078|G6350|B5|S|||||||||3526777718|1501078
221704258472286|84540|ZCTA5 84540|3535029842|1501078|G6350|B5|S|280903717187866|4976180|Thompson Springs CDP|8252124|0|G4210|U1|S|8252124|0
221704258472290|84542|ZCTA5 84542|42506344|0|G6350|B5|S|||||||||34424120|0
221704258472290|84542|ZCTA5 84542|42506344|0|G6350|B5|S|27890475035578|4982510|Wellington city|13245238|0|G4110|C1|A|8082224|0
221704258472309|84601|ZCTA5 84601|34464653|189341|G6350|B5|S|||||||||2701718|169
221704258472309|84601|ZCTA5 84601|34464653|189341|G6350|B5|S|27890478495707|4962470|Provo city|107969730|6474977|G4110|C1|A|31493456|179044
221704258472309|84601|ZCTA5 84601|34464653|189341|G6350|B5|S|27890478495712|4972280|Springville city|37242349|125932|G4110|C1|A|269479|10128
2217026263559023|84602|ZCTA5 84602|454965|0|G6350|B5|S|27890478495707|4962470|Provo city|107969730|6474977|G4110|C1|A|454965|0
221704258472332|84604|ZCTA5 84604|245656151|622|G6350|B5|S|||||||||186636339|0
221704258472332|84604|ZCTA5 84604|245656151|622|G6350|B5|S|27890478495703|4957300|Orem city|48199148|0|G4110|C1|A|415394|0
221704258472332|84604|ZCTA5 84604|245656151|622|G6350|B5|S|27890478495707|4962470|Provo city|107969730|6474977|G4110|C1|A|54986397|0
221704258472332|84604|ZCTA5 84604|245656151|622|G6350|B5|S|2809019627124875|4974260|Sundance CDP|3662752|622|G4210|U1|S|3618021|622
221704258472347|84606|ZCTA5 84606|29984320|0|G6350|B5|S|||||||||11747400|0
221704258472347|84606|ZCTA5 84606|29984320|0|G6350|B5|S|27890478495707|4962470|Provo city|107969730|6474977|G4110|C1|A|17812022|0
221704258472347|84606|ZCTA5 84606|29984320|0|G6350|B5|S|27890478495712|4972280|Springville city|37242349|125932|G4110|C1|A|424898|0
221704258472352|84620|ZCTA5 84620|51571005|0|G6350|B5|S|||||||||48843363|0
221704258472352|84620|ZCTA5 84620|51571005|0|G6350|B5|S|27890476905942|4902740|Aurora city|2393962|0|G4110|C1|A|2393962|0
221704258472352|84620|ZCTA5 84620|51571005|0|G6350|B5|S|27890476905951|4965880|Salina city|15101015|0|G4110|C1|A|229608|0
221704258472352|84620|ZCTA5 84620|51571005|0|G6350|B5|S|27890476905952|4968650|Sigurd town|2546509|4723|G4110|C1|A|104072|0
221704258472354|84621|ZCTA5 84621|14976071|161922|G6350|B5|S|||||||||14976071|161922
221704258472359|84622|ZCTA5 84622|48046493|0|G6350|B5|S|||||||||43112912|0
221704258472359|84622|ZCTA5 84622|48046493|0|G6350|B5|S|27890191432136|4911870|Centerfield town|4933581|0|G4110|C1|A|4933581|0
221704258472361|84623|ZCTA5 84623|43103531|150577|G6350|B5|S|||||||||43103531|150577
221704258472385|84624|ZCTA5 84624|770501100|2081655|G6350|B5|S|||||||||732356927|1773298
221704258472385|84624|ZCTA5 84624|770501100|2081655|G6350|B5|S|27890476649626|4918910|Delta city|22280475|308357|G4110|C1|A|22280475|308357
221704258472385|84624|ZCTA5 84624|770501100|2081655|G6350|B5|S|280903716841881|4919020|Deseret CDP|7948231|0|G4210|U1|S|7948231|0
221704258472385|84624|ZCTA5 84624|770501100|2081655|G6350|B5|S|27890476649628|4935740|Hinckley town|12923091|0|G4110|C1|A|1302003|0
221704258472385|84624|ZCTA5 84624|770501100|2081655|G6350|B5|S|280903716841883|4955760|Oasis CDP|990357|0|G4210|U1|S|990357|0
221704258472385|84624|ZCTA5 84624|770501100|2081655|G6350|B5|S|280903716841885|4974590|Sutherland CDP|5623107|0|G4210|U1|S|5623107|0
221704258472396|84626|ZCTA5 84626|277432662|141295|G6350|B5|S|||||||||274559314|141295
221704258472396|84626|ZCTA5 84626|277432662|141295|G6350|B5|S|28090478495693|4922210|Elberta CDP|2873348|0|G4210|U2|S|2873348|0
221704258472399|84627|ZCTA5 84627|112781379|117078|G6350|B5|S|||||||||101267795|117078
221704258472399|84627|ZCTA5 84627|112781379|117078|G6350|B5|S|27890191432137|4923530|Ephraim city|11513584|0|G4110|C1|A|11513584|0
221704258472404|84628|ZCTA5 84628|26909641|0|G6350|B5|S|||||||||23073491|0
221704258472404|84628|ZCTA5 84628|26909641|0|G6350|B5|S|27890476468085|4924080|Eureka city|3836150|0|G4110|C1|A|3836150|0
221704258472413|84629|ZCTA5 84629|619870208|561188|G6350|B5|S|||||||||616605532|561188
221704258472413|84629|ZCTA5 84629|619870208|561188|G6350|B5|S|27890191432138|4924630|Fairview city|3264676|0|G4110|C1|A|3264676|0
221704258472416|84630|ZCTA5 84630|137733796|0|G6350|B5|S|||||||||136711758|0
221704258472416|84630|ZCTA5 84630|137733796|0|G6350|B5|S|27890191432139|4925070|Fayette town|1022038|0|G4110|C1|A|1022038|0
221704258472428|84631|ZCTA5 84631|327583144|0|G6350|B5|S|||||||||309539991|0
221704258472428|84631|ZCTA5 84631|327583144|0|G6350|B5|S|27890476649627|4925510|Fillmore city|18043153|0|G4110|C1|A|18043153|0
221704258472434|84632|ZCTA5 84632|98682806|0|G6350|B5|S|||||||||95442736|0
221704258472434|84632|ZCTA5 84632|98682806|0|G6350|B5|S|27890191432140|4926720|Fountain Green city|3240070|0|G4110|C1|A|3240070|0
221704258472445|84633|ZCTA5 84633|64633393|94105|G6350|B5|S|||||||||62493026|94105
221704258472445|84633|ZCTA5 84633|64633393|94105|G6350|B5|S|27890478495697|4930130|Goshen town|2140367|0|G4110|C1|A|2140367|0
221704258472450|84634|ZCTA5 84634|178932876|17963|G6350|B5|S|||||||||166530793|17963
221704258472450|84634|ZCTA5 84634|178932876|17963|G6350|B5|S|27890191432141|4932660|Gunnison city|12402083|0|G4110|C1|A|12402083|0
221704258472454|84635|ZCTA5 84635|81163618|3523|G6350|B5|S|||||||||69542530|3523
221704258472454|84635|ZCTA5 84635|81163618|3523|G6350|B5|S|27890476649628|4935740|Hinckley town|12923091|0|G4110|C1|A|11621088|0
221704258472460|84636|ZCTA5 84636|167935072|0|G6350|B5|S|||||||||166548387|0
221704258472460|84636|ZCTA5 84636|167935072|0|G6350|B5|S|27890476649629|4935960|Holden town|1386685|0|G4110|C1|A|1386685|0
221704258472465|84637|ZCTA5 84637|336157993|0|G6350|B5|S|||||||||334159497|0
221704258472465|84637|ZCTA5 84637|336157993|0|G6350|B5|S|27890476649630|4940250|Kanosh town|1998496|0|G4110|C1|A|1998496|0
221704258472467|84638|ZCTA5 84638|117846125|0|G6350|B5|S|||||||||113874584|0
221704258472467|84638|ZCTA5 84638|117846125|0|G6350|B5|S|27890476649631|4943880|Leamington town|3971541|0|G4110|C1|A|3971541|0
221704258472478|84639|ZCTA5 84639|565568291|2147200|G6350|B5|S|||||||||563470616|2147200
221704258472478|84639|ZCTA5 84639|565568291|2147200|G6350|B5|S|27890476468086|4944650|Levan town|2097675|0|G4110|C1|A|2097675|0
221704258472483|84640|ZCTA5 84640|190467206|8797067|G6350|B5|S|||||||||182386508|8797067
221704258472483|84640|ZCTA5 84640|190467206|8797067|G6350|B5|S|27890476649632|4946740|Lynndyl town|8080698|0|G4110|C1|A|8080698|0
221704258472493|84642|ZCTA5 84642|323270586|2259918|G6350|B5|S|||||||||315169124|2259918
221704258472493|84642|ZCTA5 84642|323270586|2259918|G6350|B5|S|27890191432142|4947730|Manti city|8171637|0|G4110|C1|A|8101462|0
221704258472498|84643|ZCTA5 84643|122770155|0|G6350|B5|S|||||||||120440010|0
221704258472498|84643|ZCTA5 84643|122770155|0|G6350|B5|S|27890191432143|4948720|Mayfield town|2330145|0|G4110|C1|A|2330145|0
2217026263559026|84644|ZCTA5 84644|126341146|58885|G6350|B5|S|||||||||125029060|58885
2217026263559026|84644|ZCTA5 84644|126341146|58885|G6350|B5|S|27890476649633|4948830|Meadow town|1312086|0|G4110|C1|A|1312086|0
221704258472501|84645|ZCTA5 84645|203315769|6189970|G6350|B5|S|||||||||191501321|6111106
221704258472501|84645|ZCTA5 84645|203315769|6189970|G6350|B5|S|27890476468087|4951140|Mona city|6858763|78864|G4110|C1|A|6858763|78864
221704258472501|84645|ZCTA5 84645|203315769|6189970|G6350|B5|S|27890476468089|4964590|Rocky Ridge town|4438129|0|G4110|C1|A|4438129|0
221704258472501|84645|ZCTA5 84645|203315769|6189970|G6350|B5|S|27890476468090|4967770|Santaquin city|27045396|1204|G4110|C1|A|517556|0
221704258472510|84646|ZCTA5 84646|114245155|26231|G6350|B5|S|||||||||111487931|26231
221704258472510|84646|ZCTA5 84646|114245155|26231|G6350|B5|S|27890191432144|4952130|Moroni city|2757224|0|G4110|C1|A|2757224|0
221704258472527|84647|ZCTA5 84647|267026040|0|G6350|B5|S|||||||||259436397|0
221704258472527|84647|ZCTA5 84647|267026040|0|G6350|B5|S|27890191432145|4953010|Mount Pleasant city|7589643|0|G4110|C1|A|7589643|0
221704258472540|84648|ZCTA5 84648|434464170|0|G6350|B5|S|||||||||422154019|0
221704258472540|84648|ZCTA5 84648|434464170|0|G6350|B5|S|27890476468088|4954220|Nephi city|12310151|0|G4110|C1|A|12310151|0
221704258472547|84649|ZCTA5 84649|394305845|0|G6350|B5|S|||||||||391868245|0
221704258472547|84649|ZCTA5 84649|394305845|0|G6350|B5|S|27890476649634|4955430|Oak City town|2437600|0|G4110|C1|A|2437600|0
221704258472586|84651|ZCTA5 84651|328157287|187634|G6350|B5|S|||||||||255423944|119359
221704258472586|84651|ZCTA5 84651|328157287|187634|G6350|B5|S|27890478495694|4922370|Elk Ridge city|7313950|0|G4110|C1|A|7300349|0
221704258472586|84651|ZCTA5 84651|328157287|187634|G6350|B5|S|27890478495696|4928810|Genola town|35634378|1113054|G4110|C1|A|33162|0
221704258472586|84651|ZCTA5 84651|328157287|187634|G6350|B5|S|27890478495705|4958730|Payson city|33783886|23788|G4110|C1|A|31717595|23788
221704258472586|84651|ZCTA5 84651|328157287|187634|G6350|B5|S|27890478495708|4965770|Salem city|27205300|58009|G4110|C1|A|107402|0
221704258472586|84651|ZCTA5 84651|328157287|187634|G6350|B5|S|27890476468090|4967770|Santaquin city|27045396|1204|G4110|C1|A|2279662|0
221704258472586|84651|ZCTA5 84651|328157287|187634|G6350|B5|S|28090478495711|4972170|Spring Lake CDP|4351826|27969|G4210|U1|S|4351826|27969
221704258472586|84651|ZCTA5 84651|328157287|187634|G6350|B5|S|28090478495714|4983252|West Mountain CDP|27368799|16518|G4210|U1|S|26940609|16518
221704258472586|84651|ZCTA5 84651|328157287|187634|G6350|B5|S|27890478495715|4985050|Woodland Hills city|6560913|0|G4110|C1|A|2738|0
221704258472593|84652|ZCTA5 84652|38535416|399691|G6350|B5|S|||||||||36103581|346562
221704258472593|84652|ZCTA5 84652|38535416|399691|G6350|B5|S|27890476905949|4963240|Redmond town|2431835|53129|G4110|C1|A|2431835|53129
221704258472603|84653|ZCTA5 84653|41579137|58009|G6350|B5|S|||||||||6097061|0
221704258472603|84653|ZCTA5 84653|41579137|58009|G6350|B5|S|27890478495694|4922370|Elk Ridge city|7313950|0|G4110|C1|A|13601|0
221704258472603|84653|ZCTA5 84653|41579137|58009|G6350|B5|S|27890478495705|4958730|Payson city|33783886|23788|G4110|C1|A|2066291|0
221704258472603|84653|ZCTA5 84653|41579137|58009|G6350|B5|S|27890478495708|4965770|Salem city|27205300|58009|G4110|C1|A|26844009|58009
221704258472603|84653|ZCTA5 84653|41579137|58009|G6350|B5|S|27890478495715|4985050|Woodland Hills city|6560913|0|G4110|C1|A|6558175|0
221704258472618|84654|ZCTA5 84654|676353404|95532|G6350|B5|S|||||||||661482372|95532
221704258472618|84654|ZCTA5 84654|676353404|95532|G6350|B5|S|27890476905951|4965880|Salina city|15101015|0|G4110|C1|A|14871032|0
221704258472640|84655|ZCTA5 84655|119885353|112115|G6350|B5|S|||||||||60054776|110911
221704258472640|84655|ZCTA5 84655|119885353|112115|G6350|B5|S|27890478495696|4928810|Genola town|35634378|1113054|G4110|C1|A|35410615|0
221704258472640|84655|ZCTA5 84655|119885353|112115|G6350|B5|S|27890476468090|4967770|Santaquin city|27045396|1204|G4110|C1|A|24248178|1204
221704258472640|84655|ZCTA5 84655|119885353|112115|G6350|B5|S|28090478495714|4983252|West Mountain CDP|27368799|16518|G4210|U1|S|171784|0
221704258472643|84656|ZCTA5 84656|9826597|0|G6350|B5|S|||||||||7382911|0
221704258472643|84656|ZCTA5 84656|9826597|0|G6350|B5|S|27890476649635|4967880|Scipio town|2696597|0|G4110|C1|A|2443686|0
221704258472647|84657|ZCTA5 84657|61997997|1100212|G6350|B5|S|||||||||59555560|1095489
221704258472647|84657|ZCTA5 84657|61997997|1100212|G6350|B5|S|27890476905952|4968650|Sigurd town|2546509|4723|G4110|C1|A|2442437|4723
221704258472681|84660|ZCTA5 84660|938039222|696280|G6350|B5|S|||||||||828290325|696280
221704258472681|84660|ZCTA5 84660|938039222|696280|G6350|B5|S|28090478495689|4904720|Benjamin CDP|22129845|0|G4210|U1|S|22129845|0
221704258472681|84660|ZCTA5 84660|938039222|696280|G6350|B5|S|27890478495696|4928810|Genola town|35634378|1113054|G4110|C1|A|190601|0
221704258472681|84660|ZCTA5 84660|938039222|696280|G6350|B5|S|28090478495699|4942230|Lake Shore CDP|17764444|0|G4210|U1|S|17764444|0
221704258472681|84660|ZCTA5 84660|938039222|696280|G6350|B5|S|27890478495702|4947950|Mapleton city|34563338|0|G4110|C1|A|10104622|0
221704258472681|84660|ZCTA5 84660|938039222|696280|G6350|B5|S|28090478495704|4957630|Palmyra CDP|17806812|0|G4210|U1|S|17806812|0
221704258472681|84660|ZCTA5 84660|938039222|696280|G6350|B5|S|27890478495708|4965770|Salem city|27205300|58009|G4110|C1|A|253889|0
221704258472681|84660|ZCTA5 84660|938039222|696280|G6350|B5|S|27890478495710|4971290|Spanish Fork city|41984572|0|G4110|C1|A|41050317|0
221704258472681|84660|ZCTA5 84660|938039222|696280|G6350|B5|S|27890478495712|4972280|Springville city|37242349|125932|G4110|C1|A|191961|0
221704258472681|84660|ZCTA5 84660|938039222|696280|G6350|B5|S|28090478495714|4983252|West Mountain CDP|27368799|16518|G4210|U1|S|256406|0
221704258472689|84662|ZCTA5 84662|175518930|0|G6350|B5|S|||||||||171863640|0
221704258472689|84662|ZCTA5 84662|175518930|0|G6350|B5|S|27890191432146|4971730|Spring City city|3655290|0|G4110|C1|A|3655290|0
221704258472710|84663|ZCTA5 84663|284027131|0|G6350|B5|S|||||||||237941704|0
221704258472710|84663|ZCTA5 84663|284027131|0|G6350|B5|S|2809019627124874|4935823|Hobble Creek CDP|5548116|0|G4210|U1|S|5548116|0
221704258472710|84663|ZCTA5 84663|284027131|0|G6350|B5|S|27890478495702|4947950|Mapleton city|34563338|0|G4110|C1|A|65388|0
221704258472710|84663|ZCTA5 84663|284027131|0|G6350|B5|S|27890478495707|4962470|Provo city|107969730|6474977|G4110|C1|A|3181657|0
221704258472710|84663|ZCTA5 84663|284027131|0|G6350|B5|S|27890478495710|4971290|Spanish Fork city|41984572|0|G4110|C1|A|934255|0
221704258472710|84663|ZCTA5 84663|284027131|0|G6350|B5|S|27890478495712|4972280|Springville city|37242349|125932|G4110|C1|A|36356011|0
221704258472718|84664|ZCTA5 84664|25908193|0|G6350|B5|S|||||||||1514865|0
221704258472718|84664|ZCTA5 84664|25908193|0|G6350|B5|S|27890478495702|4947950|Mapleton city|34563338|0|G4110|C1|A|24393328|0
221704258472723|84665|ZCTA5 84665|56180035|2030505|G6350|B5|S|||||||||55272157|2030505
221704258472723|84665|ZCTA5 84665|56180035|2030505|G6350|B5|S|27890191432142|4947730|Manti city|8171637|0|G4110|C1|A|70175|0
221704258472723|84665|ZCTA5 84665|56180035|2030505|G6350|B5|S|27890191432147|4972940|Sterling town|837703|0|G4110|C1|A|837703|0
221704258472726|84667|ZCTA5 84667|49136491|1316721|G6350|B5|S|||||||||48107672|1316721
221704258472726|84667|ZCTA5 84667|49136491|1316721|G6350|B5|S|27890191432148|4980860|Wales town|1028819|0|G4110|C1|A|1028819|0
221704258472740|84701|ZCTA5 84701|593420189|1834906|G6350|B5|S|||||||||578404253|1834906
221704258472740|84701|ZCTA5 84701|593420189|1834906|G6350|B5|S|27890476905950|4963570|Richfield city|15360615|0|G4110|C1|A|15015936|0
221704258472742|84710|ZCTA5 84710|196388869|126447|G6350|B5|S|||||||||190463636|27186
221704258472742|84710|ZCTA5 84710|196388869|126447|G6350|B5|S|278901125989836|4900870|Alton town|5925233|99261|G4110|C1|A|5925233|99261
221704258472744|84711|ZCTA5 84711|13093612|102196|G6350|B5|S|||||||||11372098|102196
221704258472744|84711|ZCTA5 84711|13093612|102196|G6350|B5|S|27890476905941|4901750|Annabella town|1688343|0|G4110|C1|A|1688343|0
221704258472744|84711|ZCTA5 84711|13093612|102196|G6350|B5|S|27890476905943|4912260|Central Valley town|5458005|0|G4110|C1|A|33171|0
221704258472751|84712|ZCTA5 84712|402825326|10550994|G6350|B5|S|||||||||376568747|10550994
221704258472751|84712|ZCTA5 84712|402825326|10550994|G6350|B5|S|27890230631863|4901860|Antimony town|25440372|0|G4110|C1|A|25440372|0
221704258472751|84712|ZCTA5 84712|402825326|10550994|G6350|B5|S|27890188346459|4912970|Circleville town|28600042|0|G4110|C1|A|816207|0
221704258472758|84713|ZCTA5 84713|404214509|282519|G6350|B5|S|||||||||386911259|282519
221704258472758|84713|ZCTA5 84713|404214509|282519|G6350|B5|S|27890225395488|4904060|Beaver city|17303250|0|G4110|C1|A|17303250|0
221704258472775|84714|ZCTA5 84714|991531534|622024|G6350|B5|S|||||||||986803230|622024
221704258472775|84714|ZCTA5 84714|991531534|622024|G6350|B5|S|280903940364509|4905380|Beryl Junction CDP|4728304|0|G4210|U1|S|4728304|0
221704258472779|84715|ZCTA5 84715|79834220|0|G6350|B5|S|||||||||78349612|0
221704258472779|84715|ZCTA5 84715|79834220|0|G6350|B5|S|27890246519372|4905490|Bicknell town|1484608|0|G4110|C1|A|1484608|0
221704258472783|84716|ZCTA5 84716|631282345|839477|G6350|B5|S|||||||||577062850|839477
221704258472783|84716|ZCTA5 84716|631282345|839477|G6350|B5|S|27890230631866|4907470|Boulder town|54219495|0|G4110|C1|A|54219495|0
221704258472785|84718|ZCTA5 84718|41709252|0|G6350|B5|S|||||||||34438657|0
221704258472785|84718|ZCTA5 84718|41709252|0|G6350|B5|S|27890230631867|4910330|Cannonville town|6646463|0|G4110|C1|A|5523367|0
221704258472785|84718|ZCTA5 84718|41709252|0|G6350|B5|S|27890230631873|4977560|Tropic town|20496822|56310|G4110|C1|A|1747228|0
221704258472792|84719|ZCTA5 84719|205350266|37804|G6350|B5|S|||||||||196048505|37804
221704258472792|84719|ZCTA5 84719|205350266|37804|G6350|B5|S|27890476260840|4908020|Brian Head town|9440130|0|G4110|C1|A|9301761|0
221704258472808|84720|ZCTA5 84720|884439734|4644215|G6350|B5|S|||||||||803291938|4436950
